Title,Poet,text,ctext,Language
Aavirbhava,"J. S. R. Raghava Rao
","ఆవిర్భవ! దివ్యమైన కాంతి, 
చారిత్రకమైన కధనాలు,
కనులు దూరమైనా, 
నడుములో ప్రవహించే కాలం!
ఒక్క సవ్వడిలో పుట్టిన,
అద్వితీయమైన జీవన గీతం.
","Appearance! Divine light,
Historical narratives,
Though eyes may be distant,
Time flows within the heart!
Born in a single moment,
An unparalleled song of life.
",Telugu
Yajneshwarudu,"D. S. Karanam
","యజ్ఞేశ్వరుడవు, నీ ఆవాహనలో
వెన్నెల రేఖలు రాసే పల్లకిలో
నువ్వు దివ్యమైన కరుణను 
ప్రపంచానికి అందించు సాక్షి.
ప్రేమ మరియు నిస్వార్థం
నీతో కలిసి కలిసి కదులుతూ,
ప్రపంచానికి శాంతిని తెచ్చే 
అతిథి, నువ్వే యజ్ఞేశ్వరుడవు.
","Lord of Sacrifice, in your embrace,
In the palanquin that writes silver lines,
You offer divine compassion 
As a witness to the world.
Love and selflessness 
Flow in tandem with you,
The guest who brings peace 
To the world, you are the Lord of Sacrifice.
",Telugu
Oh neeli Chandamama,Tejaswini Naidu,"చల్లగా వీచే గాలి, ఒక్కసారిగా నన్ను తాకి చెప్పింది

నేనెందుకు వచ్చానో తెలుసా, ఐతే నా దారి వైపు గా చూడు యని

తిరిగి చూసిన ఆ క్షణం, ఏ జీవితానికి అదే మధుర క్షణం

కను రెప్పలకే మాటలు వస్తే , ఛెబుతాయేమో నా కళ్ళను కమ్మిన మెరుపు నువ్వే అని

మనసుని చల్లగా కదిలి౦చి, తట్టి మరీ లేపి.. అ౦తలోనే మాయమై పోయావు

ఓ నీలి చ౦ద్రమా … ఇది నీ మాయే సుమా..!!","A cold wind suddenly hit me

You know why I came, but look my way

That moment in retrospect is the sweetest moment of any life.                                                                                                                                                If the words come to my eyelids, I will say that you are the lightning that has bitten my eyes.

You shook the mind coldly, knocked and woke up... you disappeared in the end

O blue moon... this is your Maye Suma..!!",Telugu
Prayatnam ,Naidu Srikanth,"కథలు రాయమన్నా.. కవితలు చెప్పమన్నా ఎందరు చెప్పినా... ఎన్ని ఆశలు చూపినా మనసులేని మనిషిగా మది పలకనంది.. కలం కదలనంది

నేను ఊయల ఊగుతూ రాసే కవిత ఈ ప్రపంచాన్ని అలరించాలని కాదు జీవిత పయనంలో అలసిపోయిన బాటసారికి సేదతీర్చాలని

నడిరేయిలో నక్షత్రాలను చూస్తూ జాబిలమ్మతో కబుర్లు చెబుతుంది కన్య పరువాన్ని వర్ణించడానికి కాదు ఎర్రటి నెత్తురును కష్టించి చెమట రూపంలో చిందించిన శ్రామికునికి కమ్మని కల కలిగించమని వేడుకోవడానికి","Whether it is writing stories.

The poem I write swinging the cradle is not to entertain this world but to soothe the weary wayfarer in the journey of life.

Nadirei gazes at the stars and chats with Zabilamma, not to describe the maiden's honor, but to plead with the laborer who has shed his red blood in the form of sweat to give him a dream.",Telugu
Vidya,Savita,"విద్యతో వినయం వస్తుంది 
వినయంతో విజయం లభిస్తుంది విజయంతో విలువ అధికమవుతుంది విలువతో జీవితంలో సంతోషం మిగులుతుంది సంతోషంతో ఆయుషు పెరుగుతుంది..!!! ","With education comes humility 
Success comes with humility, success increases value, value increases happiness in life, happiness increases longevity..!!!",Telugu
Oh Jabilamma,Krishnaprasad,"ఆకాశ వదనంలో

అందాల తిలకమా

చుక్కలన్ని రేకులై

విచ్చుకున్న పారిజాతమా

మబ్బులన్ని ముద్దులిడే

చిన్నారి ముద్దుగుమ్మ

వెన్నెల పాదాలపై

వెండి మువ్వవమ్మా ఆమరియుజాబిలమ్మా

ఈ తూరుపు తెలవారుతూ నిన్నే దాచేసిందా

మా చూపులకందని దివిలొ నిదురబుచ్చినదా

లేదా

రేయికి రేయికి నడుమ దాగుడుమూతలు ఆడి నీకై మేము వెతకాలని.. వేచి చూడాలనీ వెళ్ళి దాక్కుంటున్నావా... ఓ తుంటరి వలువా...!!!

 ","In Akasha Vadaman

Andala Tilakama

Petals as many drops

Parijatama who has been released

Kissing all the clouds

Baby girl

On the feet of the moon

Wendy is the third motherJabilamma

Did you hide this mistake knowing it?

Did the gods sigh that we did not see them?

Or

Are you playing hide-and-seek with Reiki Reiki and waiting for us to look for you?",Telugu
Swatantradinostavam,Savita,ఈ స్వాతంత్య్రపు దినం ఎందరో త్యాగ వీరుల ఫలం భరత మాత దాస్య శృంకలాలకు విమోచనం కలిగిన దినం అన్ని పండుగల కెల్లా స్వాతంత్య్రపు పండగ మనకెంతో ప్రియం అమర వీరుల త్యాగ ఫలితాన్ని అనుభవిస్తూ వారి ఆత్మ శాంతికి అర్పించే నివాళి ఈ దినం గాంధీజీ కలలు కన్న సమాజం కోసం కృషి చేద్దాం అవిశ్రాంతి పోరాటం నెహ్రూజీ నేర్పిన మానవతా విలువలను పాటిద్దాం మనం నిరంతరం..... దేశ ఔన్నత్యాన్ని దేశ ప్రగతిని పెంచే మంచి పనులు చేసి అర్పిద్దాం అమరవీరుల ఆత్మలకు అసలైన నివాళి.... అన్ని దేశాలకెల్ల భారత దేశం మిన్న అని చాటి చెప్పే దిశగా అడుగులేస్తూ జరుపుకుందాం ఈ స్వాతంత్ర్య పండుగను మెండుగా కన్నుల పండుగగా......," This Independence Day is the fruit of many sacrificial heroes. It is the day when Bharata Mata is freed from the bonds of servitude. Like all other festivals, Independence Day is a tribute to the sacrifices of our dear immortal heroes.Let's follow the humanitarian values ​​taught by Nehruji in the struggle... Let's do good deeds that increase the progress of the country and pay tribute to the souls of the martyrs... Let's celebrate this independence festival as a festival of bright eyes by telling all the countries that India is a great country. ...",Telugu
Thali Neku Padabivandanam,Harita Guna,"పుట్టుక బిడ్డకి తల్లి ఇచ్చే వరం ఐతే మరణం తల్లికి పుత్రుడు ఇచ్చే శాపం శాపం అనటం కంటే గర్భశోకం అనటం న్యాయం ఏమో దేశం కోసం మరణించే ఎంతో మంది సైనికులు తల్లులకు ఇలాంటి గర్భశోకాలని మిగులుస్తుంటే ఆ తల్బి శోకం ఈ భారతావనికి శాపంలా కాకుండా అఖండ కీర్తిని తెచ్చిపెడుతున్నాయి పేగు తెంచిన బంధం కాటికి పయనం అవుతుంటే ఉబికి వస్తున్న కంటనీరు ఆవిరైపోతుంటే దేశానికి వెలుగునిచ్చిన బిడ్డని కానరాని చీకటిలోకి సాగనంపుతూ ఆ తల్లి చెపుతుంది నా గుండెలపై సేద తీరిని నిన్ను ఈ భూమి తల్లి ఒడిలోకి పంపి నిద్రపుచ్చుతున్నా అని బిడ్డలని కన్నతల్లీ నీకు వందనం

ఆ బిడ్డలని దేశం కోసం పుడమి తల్లికి అంకితమిచ్చిన తల్లీ నీకు పాదాభివందనం..","Birth is a blessing given by a mother to a child, but death is a curse given by a son to a mother, rather than a curse, it is fair to call pregnancy grief rather than a curse.
They are bringing, if the broken bond of the intestine is traveling to Kati, if the water coming to Ubi evaporates, the child who gave light to the country is dragged into the dark, the mother says, ""Seda Terini on my heart, send you to the lap of this mother earth.""Salutations to the mother who sees the children as sleeping

Salutations to the mother who dedicated those children for the country.
",Telugu
Amma,Savita," మమతకు మారుపేరు అమ్మ అనురాగానికి అర్థం అమ్మ ఆప్యాయతకు ఆలవాలం అమ్మ త్యాగానికి ప్రతి రూపం అమ్మ నిస్వార్ధ ప్రేమకు నిలవుటద్దం అమ్మ నీ అభివృద్ధికి బంగారు బాట వేసేది అమ్మ నీ ఆశలకు ఆయువు నింపేది అమ్మ నీ ఊహలకు వూపిరి పోసేది అమ్మ నీ జీవన గమనంలో మైలు రాయిగా నిలిచేది అమ్మ నీవు ప్రగతి పథంలో దూసుకుపోతుంటే అందరి కంటే ఎక్కువ సంతోషించేది అమ్మ అమ్మే లేకుంటే నీవు లేవన్నది నిజం ప్రపంచంలో అందరికంటే అదృష్టవంతులు ఎవరంటే అమ్మ ప్రేమను సంపూర్ణంగా పొందే వాళ్ళే అని నేనంటా...రూ
","Mamataka Nickname Amma means Affection Amma is the joy of affection Amma is the joy of sacrifice Amma stands for selfless love Amma lays a golden path for your development Amma gives life to your hopes Amma gives life to your imagination Amma stands as a milestone in the course of your life Amma is more than all if you are on the path of progress. The only thing that makes you happy is that if you don't have Amma, you don't exist. I think the luckiest people in the world are those who get Amma's love completely...",Telugu
Brathuku,Sujani,"బతుకు పుస్తకంలో పేజీలు ఆత్రంగా తిప్పడం తప్పా సాధించింది ఏమీలేదు

ప్రతి పేజీ సారాన్ని జీర్ణించుకోకుండానే చివరి పేజీ చూడాలనే ఆత్రం... 
 ప్రక్కన వాళ్ళు వేగంగా పేజీలు తిప్పేస్తుంటే...... నేను నెమ్మదిగా చదువుతూ కూర్చుంటే హేళన చేస్తారని భయం........

ఆత్రంగా చివరి పేజీ తిప్పేసరికి నన్ను వెక్కిరిస్తూ ఖాళీ పేజీ....... వెనక పేజీలు చూద్దామంటే నా భుజాల మీదుగా పిల్లలు పుస్తకం చదవడం

ఆరంభించారు.......

వాళ్లు చదవడం పూర్తి చేసేదాకా ఆగే ఓపిక నాకు లేదు..

పుస్తకం పూర్తి చేసి సంతోషంగా, గంభీరంగా చివరి పేజీలో సారాంశం ఉన్నట్లు నటిస్తున్నారా

ఆత్రంగా చదివిన పుస్తకం నుండి సారాన్ని గ్రహించలేని ......లిస్తే చెప్పండి నాది తెలివి హీనత........","There is nothing wrong with eagerly turning pages in the book of life

Eager to see the last page without digesting the gist of each page... 
 If they are turning the pages fast...... I am afraid that they will make fun of me if I sit and read slowly......A blank page taunts me as I eagerly turn the last page....... Looking at the back pages are children reading a book over my shoulders.

Started...

I don't have the patience to wait till they finish reading..

Do you finish the book and happily and solemnly pretend to have the summary on the last page?
If I can't grasp the gist of a book eagerly read...",Telugu
Enna Naalaku Telisindi,Bhamidipati Swarajya Nagaraja Rao,"ప్రేమించిన ప్రేయసి ఐనా, పెళ్ళాడిన భార్య ఐనా, అల్లంత దూరంలో కనిపించి కవ్వించే అందమైన అమ్మాయైనా, మమతతో మంత్రం వేస్తేనే చెంతకు చేరుకుంటాయని, ఇన్నాళ్ళకు తెలిసింది. అలాగే తెలుగు భాష ఐనా, ఆంగ్ల భాష ఐనా, హిందీ భాష ఐనా, మనుగడకోసమేనని తెలిసి నేర్చుకుంటే అన్నీ ఉపయోగపడేవే అని,చాన్నాళ్ళకు తెలిసింది.","Whether it is a loved one, a married wife, or a beautiful girl who appears far away, it is known that if you cast a spell with Mamata, you will reach your heart. Also, whether it is Telugu language, English language, Hindi language, if you know that learning is for survival, everything is useful.

It has been known for years",Telugu
Hero Zero,Savita,సమస్యలను భుజానేసుకొని చలాకీగా నడిచే వాడే హీరో.... అన్నింటికీ భయపడి విసుక్కునే,A hero who walks briskly with problems on his shoulders,Telugu
Raitu,," పగలనక రేయనక

శ్రమజల్లులు కురిపించి

కరముల కండలు కరిగించి

బతుకు పంటను పండిస్తే..!!

వారి ఆశలను నీర్జివం చేసి

కరువు రక్కసి కాటేస్తుంటే

హృదయలోకం చిద్రమైనది

ప్రాణం శూన్యాన్ని కౌగిలించుకున్నది..!!

దేశ ప్రజల ఆకలి కేకలను తీర్చి

ఆ రైతన్న ఆకాశంలోకి ఆవిరైపోతున్నా

ఆ కష్టజీవి గుండెపోటుకు కారణం

ఈ దగకోరుల వెన్నుపోటే కదా..!!","Day or night,
He pours out showers of sweat,
With calloused hands melting away,
He nurtures the crops of life...!!

When his hopes dry up
And the drought demon devours,
His heart becomes shattered,
Embracing the emptiness of life...!!

Feeding the hunger of the nation,
The farmer evaporates into the sky,
But the cause of his heart's collapse
Is the treachery of those who betrayed him...!!",Telugu
Evareevaro...., Kameshetty Chandramouli,"ఎవరో... ఎవరో... నీవెవరో

పూవై రాలిన తారకవో ఆమని పాడిన గీతికవో నీవొక సుందర స్వపికవో ఎవరో... ఎవరో... నీవెవరో......


వేసవి వేకువలో అరవిరిసిన స్నిగ్ధసుగంధ మందారానివో కోయిల రాగంలో పలికిన కోటివీణల స్వరమంత్రాక్షరివో నేనే నీవై తనువు మనసు కలలో ఇలలో తహతహలాడుతు తపస్సు చేసే ఉషస్సు నీవో....

॥ఎవరో॥

ఆగని మనసుల ఆరాటంలో ఎగిసే తలపుల పోరాటంలో అందని జాబిలి వెన్నెల నీవో గుండెల నిండిన పండుగ నీవో.......

॥ఎవరో॥","Who Are You... Who Are You... Who Are You?

A star that withered like a flower,
Or a melody sung by the sky?
Are you a beautiful dream?
Who are you... who are you... who are you?


In the early dawn of summer,
Are you the gently fragrant mandara, fully bloomed?
Or the magical notes of a million veenas
Played in the tune of a koel’s song?
I become you, body and soul,
Trembling in dreams and reality,
Like the dawn performing penance for you...

Who are you?

In the restless struggle of hearts,
In the battle of rising thoughts,
You are the unreachable moonlight,
You are the festival filling my heart...

Who are you?",Telugu
Siri Bomma ,Jaani Takkedashila,"అంద చందాల కుందనాల ఓ సిరి బొమ్మ ఈ సిరి బొమ్మకు సరి ఎవరమ్మ కళ్ళలో కైపు కలలో కలవరింపు హృదయంలో నింపు నీ మేను రూపు..!!

బుగ్గల్లో సౌభాగ్య సొట్టలు అవే కదా నాకు అష్టఐశ్వర్య బుట్టలు ఎర్రటి పెదవుల లోన శ్వేత రత్న పంటి నడుమ నవ్వులు పువ్వులై పూయెగ పూసిన పూరత్న నవ్వులతో భారతావని బాధలే తీరేగా..!!!

నీ పెదవి పలుకుల రాగాలలో మనస్సే పులకరించే జగతునే మరిచే ముట్టుకుంటే మాసిపోయే అందం నీ స్పర్శతో సమస్త రోగ పీడనాలు స్మశానానికి చేరే కదా ఓ అఖిలం.!!!

నీ సౌందర్యాన్ని చూసి గ్రహాలే కక్ష్యను మార్చేగా హంస నడకల నెరజాణ నదులకు నడకలు నేర్పింది నీవే.. నా.!!!

హృదయ కోవెలలో ప్రేమ కొవ్వొత్తి వెలిగించి దయ లేని దాని వలె నీ ధరి చేరనివ్వలేదు అంతరంగంలో ఆది దేవత వలె వెలిసితివి పూజించుకుందాం అంటే అర్హత లేదంటివి...!!!

ఈ జన్మలో నిను చేరకపోయిన మరు జన్మలో నీ మనస్సు గెలిచెదను నిన్ను నా వశం చేసుకునెదను ఓ అఖిలనేత్రి!!!","Oh beautiful idol, adorned with elegance and charm,
Who can match this idol’s grace?
With captivating eyes, thoughts full of restlessness,
Your form is engraved in my heart!

The dimples on your cheeks,
They are like treasures of prosperity to me.
Between your red lips,
Your pearly white teeth gleam with smiles,
Like blossoming flowers.
With those ancient smiles,
The sorrows of the world will surely vanish...!

The melody of your words
Makes the heart tremble,
And makes one forget the world.
Your touch is so delicate,
With it, all ailments fade away to the grave,
Oh, divine being!

Even the planets change their orbits upon witnessing your beauty.
Your graceful walk has taught rivers how to flow like swans gliding.
In the temple of my heart,
I lit the candle of love,
Yet like a heartless one, you did not allow me near.
In my soul, you appeared like the primal goddess,
When I wished to worship you, you said I was not worthy...!

If in this life I cannot reach you,
In the next life, I will conquer your heart,
I will win you over,
Oh universal enchantress!",Telugu
Kshanam..,Er. CH. Eshwara Rao,"ఈ క్షణమే తాకిన పిల్ల గాలి నీ స్పర్శ.. ఈ క్షణమే మెరిసిన మెరుపు నీ నవ్వు.. ఈ క్షణమే విరిసిన కలువ నీ మోము.. ఈ క్షణమే చిలికిన పాలసంద్రం నీ మేని వర్ణం.. ఈ క్షణమే పూసిన శ్వేత పద్మం నీ పాద పద్మం.. ఈ క్షణమే రాసిన సుందర కావ్యం నీ నామధేయం.. ఈ క్షణమే ఎక్కుపెట్టిన విల్లు నీ కను బొమ్మలు.. ఈ క్షణమే మెదిలిన కనుల స్వప్నం నీ కావ్య రూపం..



ఈ క్షణమే అల్లిన మాలికలు నీ కురుల అల్లికలు..

ఈ క్షణమే కాసిన పండు వెన్నెల నీ కంటి చూపు..

ఈ క్షణమే కూసిన కోయిల స్వరం నీ కంఠ స్వరం..

ఈ క్షణమే కొట్టిన అమ్మ చేతి దెబ్బ నీ మందలింపు..","The gentle breeze that touched me this very moment is your touch.
The lightning that flashed this very moment is your smile.
The lotus that bloomed this very moment is your face.
The sparkling milk ocean this very moment is the color of your skin.
The white lotus that blossomed this very moment is your sacred feet.
The beautiful poem composed this very moment is your name.
The bow that was raised this very moment is your arched eyebrows.
The dream that stirred in my eyes this very moment is your poetic form.

The garland woven this very moment is the braid of your hair.
The ripe moonlight that ripened this very moment is your gaze.
The song sung by the koel this very moment is your voice.
The loving slap from a mother this very moment is your gentle reprimand.",Telugu
Cheli ninu chustee, Savitha,వెన్నెలకే వెలుగు తగ్గును నీ నవ్వు చూస్తె సూర్యుడికే కాంతి తగ్గును నీ చూపు చూస్తె హంసనే అసూయ పడును నీ నడక చూస్తె కలవలే కలవర పడును నీ కన్నులు చూస్తె గులాభీలే దిగులు పడును నీ పెదవులు చూస్తె సంపెంగలే సతమత మవును నీ నాసిక చూస్తె శంఖానికే సంశయం కలుగును నీ మెడను చూస్తె ముత్యాలే వెల వెల పోవా నీ పలువరుసను చూస్తె పువ్వులే వికసించడం మరుచును నీ సొగసు చూస్తె కోకిలే మైమరచి పోతుంది నీ స్వరము వింటే నెమలినే నివ్వెర పోదా నీ నాట్యం చూస్తె చిలుకమ్మే చిన్న పోదా నీ పలుకులు వింటే చెలి నిన్ను చూస్తు నన్ను నే మరిచే,"When I see you, even the moonlight dims.
When I see your smile, the sun itself loses its brilliance.
When I see your gaze, even the swan becomes envious.
When I see your walk, even the clouds tremble.
When I see your eyes, the roses feel disheartened.
When I see your lips, the champa flowers are left flustered.
When I see your nose, even the conch begins to doubt itself.
When I see your neck, the pearls lose their shine.
When I see your teeth, the flowers forget how to bloom.
When I see your beauty, even the koel gets lost in a daze.
When I hear your voice, the peacock is left speechless.
When I see your dance, the parrot pales in comparison.
When I hear your words, my dear, I lose myself,
For I am mesmerized by watching you.",Telugu
Andham,Savitha,"చెట్టుకు పువ్వు అందం

మరు మల్లెకు తెల్లదనం అందం

మందారానికి ఎర్రదనం అందం

ఆకాశానికి హరివిల్లు అందం

జాబిలికి వెన్నెల అందం

తారలకు తళుకులు అందం

కరిమబ్బులకు విరుజల్లు అందం

హరివిల్లుకు రంగులు అందం

నెమలికి నాట్యం అందం

చిలుకకు పలుకులు అందం

కోకిలకు గానం అందం

సెలయేరుకు గల గలలు అందం

సముద్రానికి అలలు అందం

నా కంటికి నువ్వు అందం

నీ కంటికి నేను అందం

మన ఇద్దరం కలిస్తే అందానికే అందం.....","A flower is beauty to a tree.
White is beauty to the jasmine.
Red is beauty to the hibiscus.
A rainbow is beauty to the sky.
Moonlight is beauty to the moon.
Twinkling is beauty to the stars.
A rain shower is beauty to dark clouds.
Colors are beauty to the rainbow.
Dance is beauty to the peacock.
Speech is beauty to the parrot.
Song is beauty to the koel.
The babbling sound is beauty to the stream.
Waves are beauty to the ocean.
You are beauty to my eyes.
I am beauty to your eyes.
When we are together, we are beauty to beauty itself.",Telugu
Chakkani Chukka,Krishnaprasad,గగన వీధిలో చంద్రబింబం నివ్వెర పోయెనే నా కనుపాపల్లో నీ ప్రతిరూపం వెన్నెల కాంతులకు సాగర తీరంలో అలలు సైతం అసూయ పడిపోయే నా ఎద లోతుల్లో ఎగిసిపడే నీ ప్రేమ పొంగులకు మిలమిలలాడే పసిడి తానే ఆతృతగా చూసే నీ నవ్వున జారిన తళుకులన్నీ తనవే అనుకుంటూ వర్ణాలన్నీ తమ వంతు కోసం ఎదురుచూస్తుంటే ఏ విరినో చేరి నీ సిగను తామే సింగారించుటకు అడుగులు వేస్తూ నల్లని కాటుక నిన్నే చేరెనులే అడుగులు వేస్తూ నల్లని కాటుక నిన్నే చేరెనులే వడిడవిగా నీ బుగ్గన చుక్కై దిష్ఠి తీయంగా ఈ చక్కని చుక్కకు తగువాడు ఎవడను గుసగుసలే వింటూ ఆ మోహన రూపం ఇదిగో అంటూ అద్దం బదులిచ్చే నా ముసిముసి నవ్వుల ప్రతిబింబాన్నే తనలో బంధించే,"The moon in the sky was left stunned,
For your reflection appeared in my eyes.
Even the waves on the shore were envious of the moonlight,
As your love swells in the depths of my heart.
The gold stars glimmer in excitement,
Watching your smile, as if claiming every sparkle as their own.
All the colors stand in line, waiting for their turn,
To adorn themselves with the charm of your blush.
Even the black eyeliner follows you step by step,
Gracefully marking itself upon your cheek as a beauty spot.
Who could ever match the charm of this lovely spot?
Whispers fly, saying this enchanting form stands before me,
And the mirror replies with the reflection of my soft, shy smiles,
Capturing them within itself.",Telugu
Nee Andham,Savitha,"ವಲ నీ అందం

చెలి నీ అందం

చామంతి చందం

మల్లె మకరందం

సంపెంగ సుగంధం

విరిసిన మందారం

కురిసిన సుమ గంధం

వొలికిన సింధూరం

పలికిన మధుర స్వరం","Your beauty, my dear,
Is the radiance of the chrysanthemum,
The fragrance of jasmine,
The sweet scent of champa,
The blooming hibiscus,
The shower of floral fragrance,
The delicate vermillion,
And the sound of a sweet melody.",Telugu
Tara,Padmashree,అమ్మాయికి అందం ముక్కెర ఆకాశానికి అందం సితార విదేశీఫ్యాషన్లో పడిన యువతార సాంప్రదాయానికి వేసెను పాతర,"For a girl, beauty is in the nose ring,
For the sky, beauty is in the stars.
A young star lost in foreign fashion,
Has buried tradition beneath it.",Telugu
Raitu,Savitha,రైతే రాజన్నారు రైతు లేనిదే రాజ్యం లేదన్నారు రైతే దేశానికి వెన్నముక అన్నారు రైతే అన్నదాతన్నారు దేశ ప్రగతికి మూలం రైతన్నారు జై కిసాన్ అన్నారు కాని ఏమున్నది లాభం ప్రస్తుత రైతు పరిస్థితి మరీ దారుణం ప్రకృతి ప్రకోపానికి విల విల లాడుతూ కరువు కాటకాల కోరల్లో చిక్కుకొని అధికారుల నిర్లక్ష్యానికి గురవుతూ అధిక వడ్డీ రేట్లతో సతమతమైపోతు కత్తి పురుగు మందులు నకిలీ విత్తనాలతో పంట నష్టాన్నే పొందుతున్న అన్నదాతకే ఆకలి మిగిలింది ఆత్మ హత్యే శరణ్యం అయ్యింది.......,"They say the farmer is a king;
Without farmers, there is no kingdom.
They say the farmer is the backbone of the nation;
They say the farmer is the giver of food.
For the progress of the country, the farmer is the root;
They chant ""Jai Kisan!"" (Hail the farmer!).
But what is left?
The current state of farmers is truly dire.
Trembling under nature’s wrath,
Caught in the clutches of drought and despair,
Enduring the indifference of officials,
Suffering under high-interest rates,
Struggling with pesticides and fake seeds,
The farmer faces only losses.
For the provider of food, hunger remains;
Suicide has become the only refuge...",Telugu
Asaala Vitanam,C.H. Karuna Sagar,ఆశల విత్తనాన్ని బతుకు పంటలో వెదజల్లుతూ... బువ్వ కంకులను ప్రపంచానికి అందించే గొప్ప మనిషి రైతు,"Sowing the seeds of hope,
The farmer, a great man,
Offers the world the bounty of life,
Bringing forth grains from the soil.",Telugu
Chinnari Jeevitam,Naidu Srikanth,"నుకు చినుకు చినుకు ఇది చిన్నారి జీవితాలనే పలుకు ఉరికే అలల తోన కలిసి ఎగిరే.. బాల్య ప్రాయమే.. ఈ చినుకు అకలి దప్పికలే.. అమ్మానాన్నలై ఎండా వానలే.. తోడు నీడలై సాగే వీధి బాలల బ్రతుకులివి రేపటి భావిపౌరుల బ్రతుకులివి చినుకు.. చినుకు.. చినుకు..1 లోకం తెలియని పసివాళ్ళు లోకం నిందలు మోయాలా ? ఊహే తెలియని పసివాళ్ళు ఊరికి దూరంగా వుండాలా ? తమని కన్నది ఎవరో కనిపించని ఆ దేవుడిని అడగాలా చినుకు కానే కాదు ఇది చిన్నారి జీవితాల సారం ఇది ఆకలి దప్పికలే.. అమ్మానాన్నలై ఎండా వానలే.. తోడు నీడలై

సాగే వీధి బాలల బ్రతుకులివి","Drizzle, drizzle, drizzle,
This is the life of children.
Soaring high with the waves,
In the joy of childhood...
These drizzles are the struggles of hunger,
The heat and rain of mothers and fathers.
They are the shadows that accompany,
The streets where children live,
This is the life of tomorrow’s citizens.
Drizzle, drizzle, drizzle...

Do children, unaware of the world,
Bear the blame of the world?
Should children, who know no dreams,
Live far away from the village?
Should they ask the unseen God
Who watches over them?

This is not just a drizzle;
This is the essence of childhood life.
These are the struggles of hunger,
The heat and rain of mothers and fathers,
They are the shadows that accompany,
The streets where children live.",Telugu
Errani raktham Palachanavutundi,Kameshetty Chandramouli,"బంధాలు బద్దలౌతున్నాయిప్పుడు.....! ఎన్నో యేళ్ళ అనుబంధాలు ఏలాంటి సంకోచం లేకుండా సంకెళ్ళను తెంచేసుకుంటున్నప్పుడు....! బాల్యం బంధిఖానా నుంచి పెద్దలై గ్రద్దల్లా దూరంగా ఎగిరిపోవాలనుకుంటునప్పుడు.! ఆలోచనలకు స్వాతంత్ర్యం లభించి అమ్మానాన్నలను పరాయివాళ్ళుగా చూసేంతగా ఎదుగుతున్నప్పుడు..!

స్వార్థం స్వాభిమానం ముసుగును కప్పేసుకొని బాధ్యతలకు చెల్లుచీటీ రాసేసినప్పుడు...! మాటలు తూటాలై మనసును పేల్చేస్తాయి, గుసగుసలు గునపాలై గుండెల్ని పిండేస్తాయి!!

తాతయ్య, నానమ్మ, అన్నయ్య, అక్కయ్య, తమ్ముడు, చెల్లెలు, వదిన, మరిది, బావ, మరదలు, పెద్దనాన్న, పెద్దమ్మ, బాబాయ్, పిన్ని మన కుటుంబం, మన ఇల్లు, కలిసున్నప్పుడు అంతా అంతులేని ఆనందమే!!

నేను - నావాళ్ళు, మేము మావాళ్ళు, నాది మాది నీవు - నీవాళ్ళు, మీరు మీవాళ్ళు, నీది మీవారిది, ఎవరికెవరు ఏమీ కారని తలచిన తరుణంలో మా ఇల్లు - మీ ఇల్లు, ఇలా ఎవరికివారైనప్పుడు మిగిలేదంతా దుఃఖమే!!

ఆకలైన వేళ అమ్మ చేతి కమ్మని ముద్ద అలసి వచ్చిన క్షణాన అక్కయ్య చిరు వెచ్చని ఓదార్పు భయమేసిన తరుణంలో నాన్న కొండంత భరోసా అవసరంలో అన్నదమ్ముల వెన్నుదన్నులు ఇదే ఇదే కుటుంబం.... ఇదే కదా అనందం!","Relationships are breaking now...!
After so many years of bonds,
As if without any hesitation,
Chains are being shattered...!
As childhood dreams of soaring away,
Like a kite flying far from the home,
As thoughts gain freedom,
And parents are seen as strangers...!

When selfishness and pride
Cover the face of responsibility...!
Words explode like shells,
Shattering the heart,
Whispers become poison,
Crushing the soul!!

Grandfather, grandmother, elder brother, sister,
Younger brother, sister-in-law, cousin, uncle, aunt,
Our family, our home,
When together, it’s boundless joy!

I – my people, we – our people,
Mine and yours, you – your people,
Your property and theirs,
When we think in those terms,
Our home – your home,
In this separation,
What remains is sorrow!!

When hungry, a mother’s warm embrace,
In the moment of fatigue,
A sister’s gentle comfort,
In times of fear,
A father’s mountain-like assurance,
The support of brothers,
This is our family...
This is indeed happiness!",Telugu
